,text,user_id,score,hostel,location,link
6521,"Our welcome was very warm, with very friendly staff - albeit that couldn't speak English, but we managed fine.  There was a problem with our booking when we arrived, but we weren't sure what the problem was due to the language barrier.  However we were taken upstairs to a room in a sort of apartment block (other doorways in the building obviously led to people's private apartments).  Our twin room had bunkbeds which wasn't really a problem but wasn't what we'd booked and the room was in a fairly poor state of repair and decor - the toilet had no flush handle, you had to push part of the underneath section of the cistern to flush it, there was a patch of plaster missing from the wall, bare wires in the bathroom etc.  Overall for two young people on a tight budget it was ok and it was clean.  However, it was disappointing when compared to the photographs of the hotel online!  For a cheap place to sleep and a croissant in the morning to start you off it was fine.",4855018,7.0,Hostel Lella,"Rome, Italy",http://www.hostelworld.com/hosteldetails.php/Hostel-Lella/Rome/20484
6522,"the staffs are very friendly and helpful, the room is tide and clean and the breakfast is great :) Anyway, a good place for staying!  We love here!",4766773,10.0,Liberty Hotel Paris,"Paris, France",http://www.hostelworld.com/hosteldetails.php/Liberty-Hotel-Paris/Paris/8495
6523,thank you very much :),4729675,8.7,Citi Hostels,"Dublin, Ireland",http://www.hostelworld.com/hosteldetails.php/Citi-Hostels/Dublin/8271
6524,"Good Hostel. Very well located. The staff was friendly and helpfull. In November, the Hostel is pretty cold and breakfast is included but for what it's worth you might as well stay in bed sleeping. Other than that, I had a great time here, I hope you enjoy your stay.",3383807,8.3,Old Prague Hostel,"Prague, Czech Republic",http://www.hostelworld.com/hosteldetails.php/Old-Prague-Hostel/Prague/12616
6525,The staff are very helpful with information of the city and surrounding area and make the stay enjoyable.  Has a comfortable common area with DVDs.,3366876,10.0,Hostel of the Sun,"Naples, Italy",http://www.hostelworld.com/hosteldetails.php/Hostel-of-the-Sun/Naples/1552
6526,"The first ever hostel I stayed in and it was a good one to start with. Very friendly and clean. The location is excellent a couple of minutes walk from the city centre. The land lady is friendly and full of information, speaking good english. However, because it's small don't expect to meet lots of fellow travellers.",2167068,8.7,Most Hostel,"Ljubljana, Slovenia",http://www.hostelworld.com/hosteldetails.php/Most-Hostel/Ljubljana/13126
6527,"This is a great hostel for meeting new people. Venice is not very fun after dark, but the hostel has a bar open till very late. We had more fun in the hostel than Venice itself.",1931836,8.0,PLUS Alba D'Oro Camping,"Venice, Italy",http://www.hostelworld.com/hosteldetails.php/PLUS-Alba-D-Oro-Camping/Venice/66
6528,"hostel and breakfast are cool, but the shower was not that clean, and our room was communicating to the pub, so was noisy, plus outside's light was not really appreciated, it's a pity curtains are whites!",1831476,8.3,Oliver St. John Gogarty,"Dublin, Ireland",http://www.hostelworld.com/hosteldetails.php/Oliver-St-John-Gogarty/Dublin/108
6529,"Really nice and cheerfull couple, the hostel is quiet and very clean. We were 7 and get a 5 mix dorm plus 2 extra beds on it. We enjoyed a lot, will definately come back there! Very good quality and value!
A pity we got our flight early and have to leave at 7am, they didnt want to make an exception ( we were the only ones in the hostel) to get a breakfast which has to be btw 9 and 11am only...",1831476,9.3,MuchoMadrid,"Madrid, Spain",http://www.hostelworld.com/hosteldetails.php/MuchoMadrid/Madrid/7616
6530,"Reception staff was very nice, compare to kitchen staff, who were very rude cause does't give us the time to finish the breakfast! we are in holidays!!! do not stress!!!
The 6 mixed dorm and bath ensuite was very clean compare to reviews.",1831476,7.3,Mec Hostel,"Dublin, Ireland",http://www.hostelworld.com/hosteldetails.php/Mec-Hostel/Dublin/105
6531,Was surprised to find on arrival that the heating had not yet been switched on! Were told that it wouldn't be on till the end of Sep.  This led to a very cold and damp room which was not pleasant.  Mentioned this to a member of staff who offered us more blankets but this was not the solution.  I think that when it is cold enough for frost outside and snow on the hills then common sense should prevail and heating switched on!  If it hadn't been for this then I wouldn't have a bad word to say.,2695666,7.1,Chase The Wild Goose Hostel,"Fort William, Scotland",http://www.hostelworld.com/hosteldetails.php/Chase-The-Wild-Goose-Hostel/Fort-William/14280
6532,"Only stay here if you dont mind listening to an Australian guy shouting at customers and staff!  Did not enjoy the experience one bit would not return, even to see the mould in the toilets!  ",2695666,3.3,Big Johns Backpacker Hostel,"Bangkok, Thailand",http://www.hostelworld.com/hosteldetails.php/Big-Johns-Backpacker-Hostel/Bangkok/3377
6533,Very handy for Paddington station ,1511992,8.0,Smart Hyde Park View Hostel,"London, England",http://www.hostelworld.com/hosteldetails.php/Smart-Hyde-Park-View-Hostel/London/8069
6534,No customer comment,1511992,7.7,St Christopher's Inn Bath,"Bath, England",http://www.hostelworld.com/hosteldetails.php/St-Christopher-s-Inn-Bath/Bath/509
6535,"I really loved the atmosphere in this hostel. I recommend it for young people who wants to meet other cool, relaxed travellers. 
I was travelling with my bicycle and they were quite cool with it.
Since the hostel is very economical, you cannot expect any luxury - but it is clean and everything functions very well.",4018123,10.0,Globe Backpackers Exeter,"Exeter, England",http://www.hostelworld.com/hosteldetails.php/Globe-Backpackers-Exeter/Exeter/26516
6536,"VERY Christian hostel and they make it Explicite!  But overall, very good place to stay..",4901045,7.0,Shelter Jordan,"Amsterdam, Netherlands",http://www.hostelworld.com/hosteldetails.php/Shelter-Jordan/Amsterdam/643
6537,Great modern room with excellent facilities and the staff were really helpful. Would recommend to anyone going to Oslo.,3074346,9.0,Anker Hostel,"Oslo, Norway",http://www.hostelworld.com/hosteldetails.php/Anker-Hostel/Oslo/1170
6538,great place to meet people.  GREAT STAFF!!!   Showers could be a bit cleaner and the taps should be turn on not press and hold.,2019638,8.7,St Christopher's Inn - Bauhaus Hostel,"Bruges, Belgium",http://www.hostelworld.com/hosteldetails.php/St-Christopher-s-Inn-Bauhaus-Hostel/Bruges/6494
6539,"Very good, friendly staff, very helpfull!",4673056,8.3,Airone Pisa Park,"Pisa, Italy",http://www.hostelworld.com/hosteldetails.php/Airone-Pisa-Park/Pisa/14219
6540,"Nice private place with really nice hosts!
Clean place with very calm neighbourhood. They also have parking space within their garden.
I would always go there again!

Only negative thing is that its quite far away from the center. You need to take the metro + bus.

So its nothing if u go there for Prague's nightlife as u will always have to use the taxi.",3485679,8.7,A-1 Pension Ross Prague,"Prague, Czech Republic",http://www.hostelworld.com/hosteldetails.php/A-1-Pension-Ross-Prague/Prague/27104
6541,"Most of the guests live there for a length of time while they work in beunos aires, so its easy to make friends if u have the confidence and speak spanish. Lots of computers for internet access. ",3852648,9.0,Che Hostel,"Buenos Aires, Argentina",http://www.hostelworld.com/hosteldetails.php/Che-Hostel/Buenos-Aires/6209
6542,Very good place. Nice and Friendly staff. One of the best hostels of the world. Do call again,2975595,10.0,Let's Rock Hostel,"Krakow, Poland",http://www.hostelworld.com/hosteldetails.php/Let-s-Rock-Hostel/Krakow/29686
6543,best accommodation and very unique -for the independent traveller- absolute reasonable pricing- very nice staff ,1663130,9.0,Las Ramblas of Barcelona,"Barcelona, Spain",http://www.hostelworld.com/hosteldetails.php/Las-Ramblas-of-Barcelona/Barcelona/10240
6544,"Very pleasent stay! small and friendly budget hotel with all i needed but nothing more. didnt miss anything; except the fact that there is only public car parking available. (wich is 18ï¿½ per day and 1,90 per hour) but we just didnt pay and have been lucky  ",1663130,7.3,Hotel Jupiter,"Amsterdam, Netherlands",http://www.hostelworld.com/hosteldetails.php/Hotel-Jupiter/Amsterdam/10882
6545,A fantastic hostel in a great location. Would go back again anytime.,2885900,8.0,Wombats City Hostel Munich,"Munich, Germany",http://www.hostelworld.com/hosteldetails.php/Wombats-City-Hostel-Munich/Munich/8249
6546,It provided too little things for breakfast.,4645727,8.0,Hostel Vacanza,"Rome, Italy",http://www.hostelworld.com/hosteldetails.php/Hostel-Vacanza/Rome/7649
6547,The room is a bit small. But it was clean and well-organized.,4645727,8.0,Ai Due Leoncini,"Venice, Italy",http://www.hostelworld.com/hosteldetails.php/Ai-Due-Leoncini/Venice/4933
6548,Great!! Great!! place to stay. I like it!!,4645727,9.7,Hotel Monopole,"Milan, Italy",http://www.hostelworld.com/hosteldetails.php/Hotel-Monopole/Milan/2712
6549,"Terrible. Dirty, stained carpets, terrible location.",2854523,2.3,Hotel Cheap Beds Paris-Rosny,"Paris, France",http://www.hostelworld.com/hosteldetails.php/Hotel-Cheap-Beds-Paris-Rosny/Paris/10697
6550,"Shared showers were frustrating, as they alternated between a decent temperature and scalding every 30 seconds or so.",2854523,5.7,Tiber Hostel and Camping,"Rome, Italy",http://www.hostelworld.com/hosteldetails.php/Tiber-Hostel-and-Camping/Rome/767
6551,My brother's bed had bed bugs and he was itchy with welts for over a week after staying there for 3 nights.,2854523,4.3,Hotel Dante,"Nice, France",http://www.hostelworld.com/hosteldetails.php/Hotel-Dante/Nice/11018
6552,"Good location,very close and convenient to visit Beijing, and very helpful and friendly,excellent hotel, i recommend to stay",1381207,9.3,FeiYing Youth Hostel,"Beijing, China",http://www.hostelworld.com/hosteldetails.php/FeiYing-Youth-Hostel/Beijing/2109
6553,Really friendly and helpful staff. Our room and the whole hostel was also very clean. Thank you very much!,2144151,9.3,Harrington House,"Dublin, Ireland",http://www.hostelworld.com/hosteldetails.php/Harrington-House/Dublin/245
6554,"The staff here were very friendly and helpful, the hotel is still going through renovations - exposed wires in the hall but our room was very nice and comfortable.  The elevator worked.",4376071,8.0,Hotel Gerando,"Paris, France",http://www.hostelworld.com/hosteldetails.php/Hotel-Gerando/Paris/47
6555,"We had an awesome time at Freestyle, the staff was funny and extremely nice.  The dinner was great and we met a lot of cool people.  I would recommend this hostel to anyone.  ",2085483,10.0,Freestyle Hostel,"Rome, Italy",http://www.hostelworld.com/hosteldetails.php/Freestyle-Hostel/Rome/1670
6556,Amazingly clean with a feeling like your at home. It is the perfect hostel to make you feel like you are actually at home!,4088223,10.0,Home Made Hostel,"Budapest, Hungary",http://www.hostelworld.com/hosteldetails.php/Home-Made-Hostel/Budapest/17100
6557,"Very clean, but not a whole lot of atmosphere.",2409090,8.3,Ace Hotel (Kensington),"London, England",http://www.hostelworld.com/hosteldetails.php/Ace-Hotel-Kensington/London/10044
6558,"Hotel staff were very friendly, and helpful. I appreciate their kindness to me.
I can't speek even English well.But they tried to communicate with me.I spend relax and fun time.There is not an elevator.My room was 4th floor.It was hard for me only to carry up and down my suitcase. I didn't mind tiny room.
You should ask various request to hotel staff.  ",3218829,8.7,HÃ´tel Champ-de-Mars,"Montreal, Canada",http://www.hostelworld.com/hosteldetails.php/Hotel-Champ-de-Mars/Montreal/8544
6559,"They make sure to point out that you ""only"" booked through hostel world!!! Don't book here if you are choosing it because it is on the canals. Hostel world clients will only get a view of the canal if absolutley nobody else is looking for the rooms. The view at the back is of a yard not a garden as described. Is safe and well located but expensive.",2138688,6.7,Hotel Airone,"Venice, Italy",http://www.hostelworld.com/hosteldetails.php/Hotel-Airone/Venice/5755
6560,This place was great - one of those places on our trip that we were able to relax and get out stuff and our heads together. Staff are lovely and very helpful. Rooms are really nice and very comfortable.  ,2138688,9.3,Hotel Arian,"Vienna, Austria",http://www.hostelworld.com/hosteldetails.php/Hotel-Arian/Vienna/8272
6561,"Great place - the apartment has a nice view out the cute roof top windows and is quite spacious.
A lot of stairs though which is a bit difficult with bags and early checkout.",2138688,9.3,Pension Tara,"Prague, Czech Republic",http://www.hostelworld.com/hosteldetails.php/Pension-Tara/Prague/5459
6562,"Very comfortable and clean and the staff were extremely helpful and efficient. Not all staff speak English but most do.
Breakfast is not to be missed ! Sets you up for the day. Well worth staying in if you are in Hannover.",2138688,9.3,Hotel Flora Hannover,"Hannover, Germany",http://www.hostelworld.com/hosteldetails.php/Hotel-Flora-Hannover/Hannover/9061
6563,"good guest house, liad back feel and area is good however bit of a mission from the airport or bangkok centre, good starting point for backpackers. ",3145205,6.3,Big Johns Backpacker Hostel,"Bangkok, Thailand",http://www.hostelworld.com/hosteldetails.php/Big-Johns-Backpacker-Hostel/Bangkok/3377
6564,"very bad security around , we got robbed",4643451,3.0,INOUT Hostel,"Barcelona, Spain",http://www.hostelworld.com/hosteldetails.php/INOUT-Hostel/Barcelona/10094
6565,"Hello to everybody reading this !

i would just like to say that the hotel Kalender was a realy lovely place very friendly and the staff just perfect, while i was there ,there must have been at least 
7 differant couples from all over the world , plus people on there own travelin
and feeling very comfortable at the hotel kalender, so to any body looking for somewhere to stay in bodrum/gumbet then i would not hesitate to choose the hotel kalender.. love to all the staff from
Karen and Joyce  ",2107597,8.7,Hotel Kalender,"Bodrum, Turkey",http://www.hostelworld.com/hosteldetails.php/Hotel-Kalender/Bodrum/11572
6566,Very upset with this hostel.  We were unable to contact them for promised late check in at 11pm when arrived in Barcelona. The phone numbers given on reservation sheet either didnt work or no one picked up. Very disorganized. Check-in process is very complicated. No direct office to go to. Never ended up staying at this hostel despite our reservation and deposit.  Would not refund our money or let us stay for free despite their mistakes... so we went else where.,2003898,5.3,BCN Loft,"Barcelona, Spain",http://www.hostelworld.com/hosteldetails.php/BCN-Loft/Barcelona/4126
6567,A pleasant stay and a beautiful city! ,4846022,8.3,San Lio Tourist House,"Venice, Italy",http://www.hostelworld.com/hosteldetails.php/San-Lio-Tourist-House/Venice/11319
6568,Our trip to the Bahamas was actually canceled so we didn't stay at Surfer's Haven. Hopefully sometime in the future! Thank you.,3709839,6.0,Surfer's Haven Guesthouse,"Gregory Town, Bahamas",http://www.hostelworld.com/hosteldetails.php/Surfer-s-Haven-Guesthouse/Gregory-Town/14102
6569,bed bugs!,1834464,4.7,Abercrombie's Farrington Inn,"Boston, USA",http://www.hostelworld.com/hosteldetails.php/Abercrombie-s-Farrington-Inn/Boston/1865
6570,"the booking through your site did not work right, the hostel did not receive the same booking i sent. also the confirmation email was not ok. so there was only one bed booked!
",1834464,9.3,America del Sur Hostel,"El Calafate, Argentina",http://www.hostelworld.com/hosteldetails.php/America-del-Sur-Hostel/El-Calafate/3337
6571,Bugs in the bedroom - I would never go again even if I had to. Not at all clean downstairs. ,4309047,3.7,HI Truro,"Truro, USA",http://www.hostelworld.com/hosteldetails.php/HI-Truro/Truro/3503
6572,Did not get room cleaned one day at all.  Had to get towel from lobby and toilets were not always cleaned.,1076961,5.3,Vanderbilt YMCA,"New York, USA",http://www.hostelworld.com/hosteldetails.php/Vanderbilt-YMCA/New-York/815
6573,Nice location. Close to major sites.,4689680,7.7,Picasso's Corner Backpackers Hostel,"Malaga, Spain",http://www.hostelworld.com/hosteldetails.php/Picasso-s-Corner-Backpackers-Hostel/Malaga/10097
6574,"The staff was friendly, but there was not 24-hour reception, which had been a reason I picked this hotel. The bathroom on my floor was not working - I went upstairs and there was someone in that bathroom. I wound up waiting to use the bathroom until I got to the airport! It is not expensive but it is not a comfortable place to stay.",4063992,5.0,Hipotel Paris Belleville,"Paris, France",http://www.hostelworld.com/hosteldetails.php/Hipotel-Paris-Belleville/Paris/17136
6575,Darren was wonderful!  I hope the owners appreciate what a great employee they have.   ,2425204,8.0,Joe & Flo's Candlelight Hostel - New Orleans,"New Orleans, USA",http://www.hostelworld.com/hosteldetails.php/Joe-and-Flo-s-Candlelight-Hostel-New-Orleans/New-Orleans/6771
6576,"this place was in a great location, very secure.  shower was terrible though, much like standing in a pool - having said that we would stay there again.",2733367,8.7,Lilliput Hostel,"Rome, Italy",http://www.hostelworld.com/hosteldetails.php/Lilliput-Hostel/Rome/5407
6577,This hotel was very cute.  The room was nice although wed leave our room to find the windows open when we returned.  Not a great thing when our valuables are inside.  Apart from that we did enjoy our stay!,2733367,8.7,Hotel Tina,"Florence, Italy",http://www.hostelworld.com/hosteldetails.php/Hotel-Tina/Florence/8740
6578,We enjoyed our stay here.  You get a great cultural experience and the family let us watch the soccer grand final with them - something you cant buy.  Fun time!!,2733367,9.0,Locanda La Pergola,"La Spezia, Italy",http://www.hostelworld.com/hosteldetails.php/Locanda-La-Pergola/La-Spezia/8160
6579,We booked this hostel months in advance only to arrive and find they were renovating so they sent us to another hotel which was not fun!  They didn't even have the curtousy to contact us prior.  Can't rate this hotel!!,2733367,2.0,Hotel Sabatino Milan,"Milan, Italy",http://www.hostelworld.com/hosteldetails.php/Hotel-Sabatino-Milan/Milan/5770
6580,Staff were very friendly and helpful. Free breakfast includeded.  So close to the station which was great.  If we go back to Genoa we will definately stay there.  ,2733367,9.7,Hotel Balbi,"Genoa, Italy",http://www.hostelworld.com/hosteldetails.php/Hotel-Balbi/Genoa/4247
6581,"Hostel quite new, though shower could have done with a scrub and rubbish from previous occupants left behind!  Quiet end of town and only ten minutes bus to venice centre.",2733367,5.7,Venice Rooms,"Venice, Italy",http://www.hostelworld.com/hosteldetails.php/Venice-Rooms/Venice/12666
6582,"Basic rooms, functional with a touch of color, clean, great access to kitchenette and internet (3MR per hour) and laundry in-house. Overall good value.",2075954,9.0,Red Palm,"Kuala Lumpur, Malaysia",http://www.hostelworld.com/hosteldetails.php/Red-Palm/Kuala-Lumpur/8877
6583,No customer comment,4489854,9.1,Why Not? Batumi Hostel and Bar,"Batumi, Georgia",http://www.hostelworld.com/hosteldetails.php/Why-Not-Batumi-Hostel-and-Bar/Batumi/77402
6584,No customer comment,4489854,10.0,Three Little Pigs Hostel,"Berlin, Germany",http://www.hostelworld.com/hosteldetails.php/Three-Little-Pigs-Hostel/Berlin/15093
6585,"The hostel is great, the staff too! Dont miss this hostel... all good people come here! :D",4489854,9.7,Why Not? Tbilisi - Legend Hostel,"Tbilisi, Georgia",http://www.hostelworld.com/hosteldetails.php/Why-Not-Tbilisi-Legend-Hostel/Tbilisi/50248
6586,"I stayed three nights in the hostel and I really enjoyed it. I met nice people and the staff was helpful and nice! 
If I ever come back to Tblisi... I wont miss to come back again.",4489854,9.7,Green House Hostel Tbilisi,"Tbilisi, Georgia",http://www.hostelworld.com/hosteldetails.php/Green-House-Hostel-Tbilisi/Tbilisi/70861
6587,Great place to stay!,4489854,9.7,Birmingham Central Backpackers,"Birmingham, England",http://www.hostelworld.com/hosteldetails.php/Birmingham-Central-Backpackers/Birmingham/14928
6588,They should remove a room and make it a dining room to have a place to enjoy the time!,4489854,5.3,Earl Howe Backpackers,"Nottingham, England",http://www.hostelworld.com/hosteldetails.php/Earl-Howe-Backpackers/Nottingham/31734
6589,Great hostel!,4489854,10.0,Rossio Hostel,"Lisbon, Portugal",http://www.hostelworld.com/hosteldetails.php/Rossio-Hostel/Lisbon/20929
6590,Great B&B!,4489854,10.0,LecceSalento B&B,"Lecce, Italy",http://www.hostelworld.com/hosteldetails.php/LecceSalento-B-and-B/Lecce/21359
6591,Please put something to help descending the stairs,4489854,9.3,Amsterdam Truelove Guesthouse and Antiques,"Amsterdam, Netherlands",http://www.hostelworld.com/hosteldetails.php/Amsterdam-Truelove-Guesthouse-and-Antiques/Amsterdam/4795
6592,"the best hostel ever!! i have already travelled around the world, but the are only two or three hostels that i think i really felt like home and euro youth hostel is one! 
cheers from Brazil!!",3531500,10.0,Euro Youth Hostel,"Munich, Germany",http://www.hostelworld.com/hosteldetails.php/Euro-Youth-Hostel/Munich/1456
6593,"The atmosphere was wondeful thanks to great, friendly and extremely helpful staff. They really made us feel welcome.",2760789,9.3,Desert Safary Hotel,"Cairo, Egypt",http://www.hostelworld.com/hosteldetails.php/Desert-Safary-Hotel/Cairo/11447
6594,"My double room was a decent size and incredibly clean. The ensuite bathroom was spotless and Hot water and A/C were running ok. I even had TV, desk and wardrobe. It really didn't feel like being in a hostel. Location was great, just off the main road and a 5mins walk to Tae Pae gate. Suitable for a couple or two people as not the cheapest in the area.",2741226,8.9,Baan Klang Vieng Hostel,"Chiang Mai, Thailand",http://www.hostelworld.com/hosteldetails.php/Baan-Klang-Vieng-Hostel/Chiang-Mai/30979
6595,"A definite highlight of our trip in Egypt. Don't be put off by the state of the street as the hostel is in perfect condition and clean. The staff was very friendly and did their best to help us make the most of our stay in Luxor. They offer faired priced quality tours (the lowest prices) which I would recommend. Once you've checked out, you are allowed to have a shower and relax in their roof terrasse, which is fun. Thank you",2741226,10.0,Happy Land Hotel,"Luxor, Egypt",http://www.hostelworld.com/hosteldetails.php/Happy-Land-Hotel/Luxor/10099
6596,"We had a triple room with ensuite, which was very clean and in good condition. The location was great as well.  The staff was also very friendly and helped us planning our visit to the temples and pyramids + negociated fares for our taxi back to the airport (the airport pick up is free though)",2741226,9.3,Hotel Vienna,"Cairo, Egypt",http://www.hostelworld.com/hosteldetails.php/Hotel-Vienna/Cairo/14486
6597,"The cutest little hostel I've ever been to! 
I think it has just been refurbished as my room was in top condition and everything was so clean. The staff is really sweet and helpful and helps you plan your visit as well.
Maybe not the most ""fun"" hostel ever as there are only rooms there, but it's centrally located, on the Calle San Juan de Dios, so no need to worry about transport and there are plenty of places to go out, as well
Real good value for money; definetely recommend it.


",2741226,9.3,Hostal Alcazaba,"Granada, Spain",http://www.hostelworld.com/hosteldetails.php/Hostal-Alcazaba/Granada/7290
6598,"The showers didn't work, there were bugs in the toilet. The rooms and lounge were very nice and the view fantastic, but the hostel isn't easy to find and of the main road, so not very suitable for backpackers.",1499501,5.3,Kilcommon Lodge,"Belmullet, Ireland",http://www.hostelworld.com/hosteldetails.php/Kilcommon-Lodge/Belmullet/271
6599,"Nice, clean hostel just outside city center of Sligo. No mixed dorms.",1499501,8.3,Eden Hill Holiday Hostel,"Sligo, Ireland",http://www.hostelworld.com/hosteldetails.php/Eden-Hill-Holiday-Hostel/Sligo/406
6600,Lovely little hostel. Nice and clean although the common room is a bit on the small side. It has a really well equiped kitchen.,3174815,9.0,Bedlam Mates Place Sydney,"Sydney, Australia",http://www.hostelworld.com/hosteldetails.php/Bedlam-Mates-Place-Sydney/Sydney/16683
6601,"I stayed there only two nights but it is going to be an unforgettable experience.
The place is not big, rather small and cosy so you can easily begin social contacts with the other tenants. And the people I met there were really nice. 
the staff is indeed great. Shawn and Tina deserve the best appreciation for their helpfulness and friendliness. I got a lot of help from them when I needed it.
Definitely a place to come back if ever again in Taipei.",4971786,9.3,Camels' Island,"Taipei, Taiwan",http://www.hostelworld.com/hosteldetails.php/Camels-Island/Taipei/38006
6602,"Very nice hostel in terms of staff friendliness, cleanliness and value for money. Good location, around 15 minutes by foot to the Dome.  Good music in the evenings at the local ""dance floor:"" although not so populated with the hostel's guests. Only annoyance was the payment system for food or drinks: based on a chip on a card. But after the first usage things become clearer.
Definitely a place to return to if back in Florence",4971786,8.3,PLUS Florence,"Florence, Italy",http://www.hostelworld.com/hosteldetails.php/PLUS-Florence/Florence/22996
6603,"It was a wonderful stay in Barcelona. In the first place thanks to the city but also to the hostel and the people we met there. The hostel was pretty mucj as described on the website with a few exceptions. We booked in a 8-bed room but had the surprise on the spot that it turned into a 10-bed room due to the high touristic demand.
You had the possiblity to prepare your own breakfast and eat it in the room next to the kitchen but in reality this room was unusable in the morning because the cleaning lady always did her job in that time slot.She didn't allow us to stay there at that moment. So we had to take our breakfast in the room or downstairs in the reception room.
There were also some other small problems inherent to such a place but they can be easily overlooked.
The best thing was the quietness also because of the 3 hours when the hostel was   closed in the morning.
If I am to return to Barcelona I'll surely think about Itaca hostel as a possibility.",4971786,8.7,Itaca Hostel,"Barcelona, Spain",http://www.hostelworld.com/hosteldetails.php/Itaca-Hostel/Barcelona/1279
6604,"The atmosphere wasn't sociable enough, everyone seemed segregated, probably because the kitchen and sociable areas were on different floors. The staff were really helpful...keep it up! i love your bathrooms! you should make more obvious the offers at certain clubs you have to create a more fun atmosphere and get people going out with others who are staying in the hostel.",2659732,7.7,Red Nest Hostel Valencia,"Valencia, Spain",http://www.hostelworld.com/hosteldetails.php/Red-Nest-Hostel-Valencia/Valencia/11274
6605,"We had a very enjoyable stay at Killarney Railway Hostel.  The central location was really great & everything at the hostel was excellent.

Thank you.",1267045,9.0,Killarney Railway Hostel,"Killarney, Ireland",http://www.hostelworld.com/hosteldetails.php/Killarney-Railway-Hostel/Killarney/4867
6606,"Very clean,a only thing i have to complain about or that you can't bring anyone in your room,so if you find a people you must pay another hotel..crazy!",4613700,9.3,Sunflower Place Silom,"Bangkok, Thailand",http://www.hostelworld.com/hosteldetails.php/Sunflower-Place-Silom/Bangkok/41005
6607,"Great views, great facilities and friendly staff....especially B from the Czech Republic...cute too...the Irish chap :)",1465112,8.0,Montana Youth and Family Hostel,"Bergen, Norway",http://www.hostelworld.com/hosteldetails.php/Montana-Youth-and-Family-Hostel/Bergen/9181
6608,"A really great hostel, free breakfast, helpful staff, excellent location...it has it all really, Jamie",1465112,9.7,Light House Hostel,"Edinburgh, Scotland",http://www.hostelworld.com/hosteldetails.php/Light-House-Hostel/Edinburgh/58575
6609,No customer comment,1465112,7.4,ONE80Âº Hostel - Alexanderplatz,"Berlin, Germany",http://www.hostelworld.com/hosteldetails.php/ONE80-Hostel-Alexanderplatz/Berlin/59984
6610,"The 12 am curfew is a bit harsh considering were all adults staying there, I thought Christine who ran the place could have been warmer. Seemed a tad cheesed half the time and could have been a lot friendlier...Cant not rate the place really as it is the only one is Positano!!....stay but be prepared for a very unhelpful, rigid reigime...

Jamie ",1465112,6.3,Hostel Brikette,"Positano, Italy",http://www.hostelworld.com/hosteldetails.php/Hostel-Brikette/Positano/7763
6611,"We actually stayed in the Cadillac hotel as had been overbooked at the Cotel. We really enjoyed our stay here, the staff were fantastic and really accomodating (as we changed our plans and headed to Vegas and they allowed us to use one our booked nights for a different date. ) Initially it was quite unnerving staying there as there were alot of drunks hanging around the area, but the reception was staffed 24hrs and we had no problems.",2533874,7.3,Samesun Venice Beach,"Los Angeles, USA",http://www.hostelworld.com/hosteldetails.php/Samesun-Venice-Beach/Los-Angeles/1826
6612,The staff were more than helpful and we had a very enjoyable stay.The location was excellent and easy to walk tofromthe bus station.Would definitely reccommend thisplace. ,2533874,9.0,YHA Rotorua,"Rotorua, New Zealand",http://www.hostelworld.com/hosteldetails.php/YHA-Rotorua/Rotorua/12168
6613,"I would definitely recommend this hostel, it was safe, clean and in a good location with very helpful staff.",2533874,8.7,Hangout @ Mt. Emily,"Singapore, Singapore",http://www.hostelworld.com/hosteldetails.php/Hangout-Mt-Emily/Singapore/6175
6614,We really enjoyed our stay in this accomodation.,3845029,9.0,Accommodation Krakovska,"Prague, Czech Republic",http://www.hostelworld.com/hosteldetails.php/Accommodation-Krakovska/Prague/13016
6615,"This hostel was nicer than some hotels that I have stayed in.  The staff was very friendly and even had a party while we were there with FREE beer and food.  Everything was pretty clean,  showers and bathrooms were cleaned daily.  A great location,  only about 2 block to Madison Square Garden,  Penn Station and  subway stops.",3949556,9.0,Chelsea Spot,"New York, USA",http://www.hostelworld.com/hosteldetails.php/Chelsea-Spot/New-York/18729
6616,Donï¿½t look at the pictures - they have nothing to do with reality at this student dorm (which is not mentioned in the web site). Itï¿½s an ok place to stay for little money and the neighborhood is nice (although not in the very centre) but itï¿½s ugly and depressing. ,3059923,3.7,Alfa Tourist Service - Hostel Budec,"Prague, Czech Republic",http://www.hostelworld.com/hosteldetails.php/Alfa-Tourist-Service-Hostel-Budec/Prague/3024
6617,"Very easy to find, only 50 min to the Airport and 15 min to the City.",2572664,8.0,Hostel Fortuna-Budapest,"Budapest, Hungary",http://www.hostelworld.com/hosteldetails.php/Hostel-Fortuna-Budapest/Budapest/672
6618,Very good hostel. Good location. Some friendly staff. Very thin walls though.,2003164,8.0,Globetrotters/The Townhouse,"Dublin, Ireland",http://www.hostelworld.com/hosteldetails.php/Globetrotters-The-Townhouse/Dublin/102
6619,Very nice staff. Got a room all for myself at no extra costs! Very good breakfast.,2003164,9.0,Youth Hostel Bad Gastein,"Bad Gastein, Austria",http://www.hostelworld.com/hosteldetails.php/Youth-Hostel-Bad-Gastein/Bad-Gastein/27220
6620,Great hostel.,2003164,9.3,Hatters at Hilton Chambers,"Manchester, England",http://www.hostelworld.com/hosteldetails.php/Hatters-at-Hilton-Chambers/Manchester/14065
6621,Great place to stay.,2003164,8.3,University of Westminster Halls - Furnival House,"London, England",http://www.hostelworld.com/hosteldetails.php/University-of-Westminster-Halls-Furnival-House/London/1724
