,hostel,hostel_info,link
1638,Belford Hostel,"[7-8.5, Awards:0, Scotland, Edinburgh, Linen Included, Free City Maps, Free WiFi , Security Lockers, Common Room, BBQ, Breakfast Not Included, Book Exchange, Hot Showers, Self-Catering Facilities, Towels for hire, Luggage Storage, Tours/Travel Desk, Bar, Vending Machines, Tea & Coffee Making Facilities, DVD's, Games Room, Pool Table, Wi-Fi, Age Restriction, Credit Cards Accepted, No Curfew, Non Smoking, H_t4]",http://www.hostelworld.com/hosteldetails.php/Belford-Hostel/Edinburgh/5002
1639,Hostal Bru̱a,"[>8.5, Awards:0, Spain, Madrid, Free WiFi , Breakfast Not Included, Hair Dryers, Internet Access, , H_t8]",http://www.hostelworld.com/hosteldetails.php/Hostal-Bruna/Madrid/5825
1640,SoBo House Brighton,"[5-7, Awards:0, England, Brighton, Free Breakfast, Linen Included, Free WiFi, Free Internet Access , Key Card Access, Common Room, Hot Showers, Self-Catering Facilities, Cooker, Dryer, Cable TV, Outdoor Terrace, Hair Dryers For Hire, Safe Deposit Box, Microwave, Washing Machine, Internet Access, Laundry Facilities, Towels for hire, Luggage Storage, 24 Hour Security, Housekeeping, Vending Machines, Tea & Coffee Making Facilities, Wii, Games Room, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t10]",http://www.hostelworld.com/hosteldetails.php/SoBo-House-Brighton/Brighton/24074
1641,Apartment Siroka,"[>8.5, Awards:0, Czech Republic, Prague, Linen Included, Free City Maps, Towels Included, Free WiFi , Elevator, Self-Catering Facilities, Fridge/Freezer, Utensils, Cable TV, Hair Dryers, Iron / Ironing Board, Safe Deposit Box, DVD's, Child Friendly, Credit Cards Not Accepted, Pet Friendly, Taxes Included, H_t4]",http://www.hostelworld.com/hosteldetails.php/Apartment-Siroka/Prague/11456
1642,ClinkNOORD,"[>8.5, Awards:0, Netherlands, Amsterdam, Linen Included, Free City Maps, Free WiFi , Wheelchair Friendly, Security Lockers, Key Card Access, Common Room, Elevator, Breakfast Not Included, Adaptors, Hot Showers, Self-Catering Facilities, Reading Light, Steam Room, Internet Access, Laundry Facilities, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Housekeeping, Bar, Vending Machines, Cafe, Foosball, Age Restriction, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Not Included, H_t3]",http://www.hostelworld.com/hosteldetails.php/ClinkNOORD/Amsterdam/93919
1643,Europa Hotel,"[7-8.5, Awards:0, Malta, Sliema, Elevator, Adaptors, Cots Available, Cable TV, Outdoor Terrace, Hair Dryers, Ceiling Fan, Safe Deposit Box , Internet Access, Airport Transfers, Bicycle Hire, Luggage Storage, 24 Hour Reception, Currency Exchange, Housekeeping, Vending Machines, Caf̩, Credit Cards Accepted, No Curfew, Taxes Included, H_t9]",http://www.hostelworld.com/hosteldetails.php/Europa-Hotel/Sliema/20129
1644,Barbieri Sol Hostel,"[7-8.5, Awards:0, Spain, Madrid, Free Breakfast, Linen Included, Free City Maps, Free WiFi , Security Lockers, Common Room, Air Conditioning, Adaptors, Hot Showers, Self-Catering Facilities, Cooker, Fridge/Freezer, Outdoor Terrace, Hair Dryers, Iron / Ironing Board, Microwave, Internet Access, Laundry Facilities, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, DVD's, Board Games, Wi-Fi, Credit Cards Accepted, No Curfew, Taxes Included, H_t8]",http://www.hostelworld.com/hosteldetails.php/Barbieri-Sol-Hostel/Madrid/50605
1645,Salitre Hostel,"[7-8.5, Awards:0, Portugal, Lisbon, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Reading Light, Hair Dryers, Internet Access, Towels for hire, Luggage Storage, 24 Hour Reception, Housekeeping, Vending Machines, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t2]",http://www.hostelworld.com/hosteldetails.php/Salitre-Hostel/Lisbon/51152
1646,Aberdeen Youth Hostel,"[7-8.5, Awards:0, Scotland, Aberdeen, Linen Included, Free Parking, Free WiFi, Free Internet Access , Common Room, Bicycle Parking, Breakfast Not Included, Card Phones, Steam Room, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, 24 Hour Security, Late check-out, Reception (limited hours), Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t9]",http://www.hostelworld.com/hosteldetails.php/Aberdeen-Youth-Hostel/Aberdeen/11811
1647,Hostal Cafe Tiana,"[7-8.5, Awards:0, Ecuador, Latacunga, Free Breakfast, Free WiFi , Security Lockers, Common Room, Book Exchange, Hot Showers, Self-Catering Facilities, Hair Dryers, Ceiling Fan, Microwave, Luggage Storage, Tea & Coffee Making Facilities, DVD's, Board Games, , H_t1]",http://www.hostelworld.com/hosteldetails.php/Hostal-Cafe-Tiana/Latacunga/23358
1648,Hostel Miran,"[>8.5, Awards:0, Bosnia And Herzegovina, Mostar, Free Breakfast, Linen Included, Free Parking, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Bicycle Parking, Air Conditioning, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Reading Light, Hair Dryers For Hire, Parking, Hair Dryers, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Luggage Storage, Tours/Travel Desk, Currency Exchange, 24 Hour Security, Tea & Coffee Making Facilities, No Curfew, H_t3]",http://www.hostelworld.com/hosteldetails.php/Hostel-Miran/Mostar/23551
1649,Habitat HQ,"[>8.5, Awards:0, Australia, Melbourne, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Wheelchair Friendly, Security Lockers, Key Card Access, Common Room, Elevator, Bicycle Parking, BBQ, Air Conditioning, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Jobs Board, Hair Dryers For Hire, Parking, Hair Dryers, Steam Room, Airport Transfers, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, ATM, 24 Hour Security, Vending Machines, DVD's, Board Games, Games Room, Pool Table, Age Restriction, Credit Cards Accepted, No Curfew, Non Smoking, H_t10]",http://www.hostelworld.com/hosteldetails.php/Habitat-HQ/Melbourne/14572
1650,Bunkhouse Plus,"[>8.5, Awards:0, England, Weymouth, Linen Included, Free Parking, Towels Included, Free WiFi , Security Lockers, Key Card Access, Common Room, Bicycle Parking, Breakfast Not Included, Book Exchange, Self-Catering Facilities, Outdoor Terrace, Reading Light, Hair Dryers For Hire, Parking, Hair Dryers, Steam Room, Bicycle Hire, Towels for hire, Tours/Travel Desk, 24 Hour Security, Tea & Coffee Making Facilities, Board Games, Age Restriction, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t3]",http://www.hostelworld.com/hosteldetails.php/Bunkhouse-Plus/Weymouth/50331
1651,Gaudys Backpackers Hostel,"[>8.5, Awards:1, Costa Rica, San Jose, Free Breakfast, Linen Included, Free Parking, Free City Maps, Free WiFi, Free Internet Access , Wheelchair Friendly, Security Lockers, Common Room, Bicycle Parking, BBQ, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Reading Light, Parking, Safe Deposit Box, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, Shuttle Bus, Postal Service, Housekeeping, Cafe, Tea & Coffee Making Facilities, DVD's, Board Games, Games Room, Pool Table, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t8]",http://www.hostelworld.com/hosteldetails.php/Gaudys-Backpackers-Hostel/San-Jose/3557
1652,The Overstay,"[5-7, Awards:0, Thailand, Bangkok, Linen Included, Free Parking, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, Air Conditioning, Meeting Rooms, Book Exchange, Self-Catering Facilities, Cooker, Fridge/Freezer, Cable TV, Outdoor Terrace, Jobs Board, Parking, Ceiling Fan, Washing Machine, Internet Access, Laundry Facilities, Luggage Storage, 24 Hour Reception, Housekeeping, Bar, Vending Machines, Cafe, Tea & Coffee Making Facilities, Nightclub, Board Games, Games Room, Pool Table, Wi-Fi, No Curfew, H_t3]",http://www.hostelworld.com/hosteldetails.php/The-Overstay/Bangkok/34541
1653,Chillout Hostel Cafe,"[7-8.5, Awards:0, Turkey, Istanbul, Linen Included, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Common Room, Breakfast Not Included, Book Exchange, Hot Showers, Self-Catering Facilities, Parking, Washing Machine, Internet Access, Laundry Facilities, 24 Hour Reception, Vending Machines, Tea & Coffee Making Facilities, Board Games, Credit Cards Accepted, No Curfew, H_t2]",http://www.hostelworld.com/hosteldetails.php/Chillout-Hostel-Cafe/Istanbul/7125
1654,Gulnasi's Guest House,"[>8.5, Awards:0, Georgia, Batumi, Linen Included, Free Parking, Towels Included, Free WiFi, Free Internet Access , Bicycle Parking, BBQ, Breakfast Not Included, Air Conditioning, Hot Showers, Self-Catering Facilities, Fridge/Freezer, Outdoor Terrace, Parking, Iron / Ironing Board, Microwave, Washing Machine, Children's Play Area, Internet Access, Laundry Facilities, Airport Transfers, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Express check-in / out, Late check-out, Meals Available, Tea & Coffee Making Facilities, Wi-Fi, Child Friendly, Non Smoking, H_t7]",http://www.hostelworld.com/hosteldetails.php/Gulnasi-s-Guest-House/Batumi/54910
1655,Chateau Windsor Hotel,"[<5, Awards:0, India, Mumbai, Free Breakfast, Free Parking, Free WiFi, Free Internet Access , Elevator, Air Conditioning, Parking, Hair Dryers, Ceiling Fan, Safe Deposit Box, Internet Access, Laundry Facilities, Airport Transfers, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, ATM, Postal Service, 24 Hour Security, Housekeeping, Business Centre, Minibar, Credit Cards Accepted, No Curfew, Pet Friendly, Taxes Included, H_t9]",http://www.hostelworld.com/hosteldetails.php/Chateau-Windsor-Hotel/Mumbai/366
1656,Dingo Moon Lodge,"[7-8.5, Awards:0, Australia, Darwin, Free Breakfast, Linen Included, Free City Maps , Swimming Pool, Common Room, Bicycle Parking, BBQ, Air Conditioning, Book Exchange, Hot Showers, Self-Catering Facilities, Fridge/Freezer, Utensils, Dryer, Outdoor Terrace, Jobs Board, Parking, Outdoor Swimming Pool, Ceiling Fan, Iron / Ironing Board, Card Phones, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Towels for hire, Luggage Storage, Tours/Travel Desk, Housekeeping, Late check-out, Reception (limited hours), Tea & Coffee Making Facilities, Child Friendly, Credit Cards Accepted, No Curfew, H_t4]",http://www.hostelworld.com/hosteldetails.php/Dingo-Moon-Lodge/Darwin/32945
1657,Vardar Family Pension,"[>8.5, Awards:0, Turkey, Selcuk, Free Breakfast, Free WiFi , Air Conditioning, Hot Showers, Parking, Laundry Facilities, 24 Hour Reception, Currency Exchange, , H_t4]",http://www.hostelworld.com/hosteldetails.php/Vardar-Family-Pension/Selcuk/28853
1658,Mustafa Pension,"[7-8.5, Awards:0, Turkey, Pamukkale, Free Parking , Security Lockers, Breakfast Not Included, Air Conditioning, Parking, Hair Dryers, Safe Deposit Box, Internet Access, Laundry Facilities, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, Housekeeping, Restaurant, Bar, Vending Machines, Caf̩, Credit Cards Accepted, No Curfew, H_t1]",http://www.hostelworld.com/hosteldetails.php/Mustafa-Pension/Pamukkale/22577
1659,Crowded House,"[>8.5, Awards:0, Turkey, Eceabat, Free Breakfast, Free WiFi , Air Conditioning, Hot Showers, Parking, Hair Dryers, Safe Deposit Box, Internet Access, Laundry Facilities, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, Bar, Credit Cards Accepted, No Curfew, H_t1]",http://www.hostelworld.com/hosteldetails.php/Crowded-House/Eceabat/27593
1660,Mavi Guesthouse,"[>8.5, Awards:0, Turkey, Istanbul, Free Breakfast, Linen Included, Free WiFi , Security Lockers, Common Room, Bicycle Parking, Meeting Rooms, Book Exchange, Hot Showers, Self-Catering Facilities, Hair Dryers For Hire, Parking, Hair Dryers, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, Credit Cards Accepted, No Curfew, H_t4]",http://www.hostelworld.com/hosteldetails.php/Mavi-Guesthouse/Istanbul/8893
1661,Summit Zero,"[>8.5, Awards:0, Greece, Litohoro, Linen Included, Free Parking, Free WiFi, Free Internet Access , Common Room, Bicycle Parking, BBQ, Adaptors, Hot Showers, Outdoor Terrace, Hair Dryers For Hire, Parking, Card Phones, Internet Access, Bicycle Hire, Towels for hire, Luggage Storage, Tours/Travel Desk, Restaurant, Bar, Meals Available, Mini-Supermarket, Cafe, Board Games, Games Room, Child Friendly, Credit Cards Accepted, No Curfew, Taxes Included, H_t4]",http://www.hostelworld.com/hosteldetails.php/Summit-Zero/Litohoro/20726
1662,Alexandria Hotel,"[7-8.5, Awards:0, Greece, Thessaloniki, Free Internet Access , Wheelchair Friendly, Elevator, Breakfast Not Included, Air Conditioning, Parking, Hair Dryers, Safe Deposit Box, Luggage Storage, Fax Service, 24 Hour Reception, , H_t5]",http://www.hostelworld.com/hosteldetails.php/Alexandria-Hotel/Thessaloniki/34081
1663,Hostel Sova,"[7-8.5, Awards:0, Serbia, Novi Sad, Linen Included, Free Parking, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, Cable TV, Outdoor Terrace, Steam Room, Airport Transfers, Luggage Storage, 24 Hour Reception, , H_t2]",http://www.hostelworld.com/hosteldetails.php/Hostel-Sova/Novi-Sad/30995
1664,Manga hostel,"[>8.5, Awards:2, Serbia, Belgrade, Linen Included, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, Air Conditioning, Book Exchange, Self-Catering Facilities, Cable TV, Outdoor Terrace, Reading Light, Hair Dryers, Safe Deposit Box, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Luggage Storage, 24 Hour Reception, 24 Hour Security, DVD's, Board Games, Wi-Fi, Child Friendly, Credit Cards Not Accepted, No Curfew, Non Smoking, Taxes Included, H_t9]",http://www.hostelworld.com/hosteldetails.php/Manga-hostel/Belgrade/25251
1665,Hostel City Center Sarajevo,"[>8.5, Awards:0, Bosnia And Herzegovina, Sarajevo, Free Breakfast, Linen Included, Free City Maps, Towels Included, Free WiFi, Free Internet Access, Free City Tour , Security Lockers, Key Card Access, Common Room, Bicycle Parking, Air Conditioning, Adaptors, Book Exchange, Hot Showers, Cooker, Fridge/Freezer, Dryer, Cable TV, Outdoor Terrace, Parking, Hair Dryers, Ceiling Fan, Iron / Ironing Board, Microwave, Internet Access, Laundry Facilities, Airport Transfers, Luggage Storage, Tours/Travel Desk, 24 Hour Security, Tea & Coffee Making Facilities, PlayStation, DVD's, Wi-Fi, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, H_t7]",http://www.hostelworld.com/hosteldetails.php/Hostel-City-Center-Sarajevo/Sarajevo/21549
1666,"PubLove @ The Steam Engine, Waterloo","[7-8.5, Awards:0, England, London, Free Breakfast, Linen Included, Free City Maps, Free WiFi , Security Lockers, Bicycle Parking, Adaptors, Hot Showers, Cable TV, Steam Room, Luggage Storage, 24 Hour Reception, 24 Hour Security, Bar, Tea & Coffee Making Facilities, Age Restriction, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t1]",http://www.hostelworld.com/hosteldetails.php/PubLove-The-Steam-Engine-Waterloo/London/29389
1667,Birmingham Central Backpackers,"[7-8.5, Awards:0, England, Birmingham, Free Breakfast, Linen Included, Free Parking, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, BBQ, Hot Showers, Self-Catering Facilities, Outdoor Terrace, Reading Light, Hair Dryers For Hire, Parking, Safe Deposit Box, Internet Access, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Bar, Vending Machines, Games Room, Age Restriction, Credit Cards Accepted, No Curfew, Non Smoking, H_t5]",http://www.hostelworld.com/hosteldetails.php/Birmingham-Central-Backpackers/Birmingham/14928
1668,Hotel Alexis,"[>8.5, Awards:0, Greece, Crete, Free Breakfast, Free Parking, Free City Maps, Free WiFi, Free Internet Access , Air Conditioning, Meeting Rooms, Outdoor Terrace, Reading Light, Parking, Safe Deposit Box, Internet Access, Laundry Facilities, Luggage Storage, Tours/Travel Desk, Housekeeping, Restaurant, Bar, Caf̩, Minibar, DVD's, Child Friendly, Credit Cards Accepted, No Curfew, Taxes Included, H_t5]",http://www.hostelworld.com/hosteldetails.php/Hotel-Alexis/Crete/24696
1669,El Misti Hostel Copacabana,"[>8.5, Awards:0, Brazil, Rio de Janeiro, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, BBQ, Air Conditioning, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Ceiling Fan, Safe Deposit Box, Card Phones, Internet Access, Airport Transfers, Bicycle Hire, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Housekeeping, Bar, Meals Available, Tea & Coffee Making Facilities, Age Restriction, Credit Cards Accepted, H_t7]",http://www.hostelworld.com/hosteldetails.php/El-Misti-Hostel-Copacabana/Rio-de-Janeiro/10875
1670,Sumac Chaska Hostel,"[7-8.5, Awards:0, Peru, Ollantaytambo, Free Breakfast, Linen Included, Towels Included, Free WiFi , Common Room, Bicycle Parking, BBQ, Adaptors, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Hair Dryers For Hire, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Bar, Meals Available, Tea & Coffee Making Facilities, DVD's, Board Games, Child Friendly, Credit Cards Not Accepted, Taxes Included, H_t5]",http://www.hostelworld.com/hosteldetails.php/Sumac-Chaska-Hostel/Ollantaytambo/67656
